,Dog Breed
8540,shih tzu
8541,siberian husky
8542,siberian husky
8543,west highland white terrier
8544,whippet
8545,yorkshire terrier
8546,yorkshire terrier
8547,zwergpinscher
8548,zwergpudel apricot
8549,zwergschnauzer pfeffer-salz
8550,zwergspitz (pomeranian)
8551,akita
8552,american staffordshire terrier
8553,american staffordshire terrier
8554,australian shepherd
8555,australian shepherd
8556,beagle
8557,beagle
8558,belgischer schäferhund
8559,belgischer schäferhund
8560,berner sennenhund
8561,bichon frise
8562,bolonka zwetna
8563,border collie
8564,border collie
8565,border terrier
8566,cane corso italiano
8567,cao de agua portugues (portug. wasserhund)
8568,cavalier king charles spaniel
8569,chihuahua kurzhaar
8570,chihuahua kurzhaar
8571,chihuahua langhaar
8572,chihuahua langhaar
8573,collie langhaar (rough)
8574,dackel
8575,dackel
8576,dalmatiner
8577,deutsch kurzhaar
8578,deutscher boxer gelb
8579,deutscher schäferhund
8580,deutscher schäferhund
8581,english cocker spaniel einfärbig
8582,english cocker spaniel mehrfärbig
8583,eurasier
8584,flat-coated retriever
8585,fox terrier drahthaar
8586,französische bulldogge
8587,galgo espanol
8588,golden retriever
8589,golden retriever
8590,havaneser
8591,havaneser
8592,hovawart
8593,jack russell terrier
8594,jack russell terrier
8595,klein- oder mittelpudel
8596,kleiner münsterländer
8597,kooikerhondje
8598,labrador retriever
8599,labrador retriever
8600,lagotto romagnolo
8601,magyar vizsla drahthaar
8602,malinois
8603,malteser
8604,malteser
8605,mops (carlin)
8606,papillon
8607,parson russell terrier
8608,pekingese
8609,perro de agua espanol
8610,pit bull terrier
8611,pudel
8612,pudel
8613,puli andersfarbig
8614,rauhhaar dachshund zwerg
8615,rhodesian ridgeback
8616,rottweiler
8617,samojede
8618,schnauzer pfeffersalz
8619,shetland sheepdog
8620,shiba
8621,shih tzu
8622,siberian husky
8623,spitz
8624,spitz
8625,staffordshire bullterrier
8626,weimaraner kurzhaar
8627,west highland white terrier
8628,whippet
8629,yorkshire terrier
8630,yorkshire terrier
8631,zwergpinscher
8632,zwergpinscher
8633,zwergpudel apricot
8634,zwergschnauzer pfeffer-salz
8635,zwergspitz (pomeranian)
8636,american staffordshire terrier
8637,american staffordshire terrier
8638,australian shepherd
8639,beagle
8640,bichon frise
8641,border collie
8642,cavalier king charles spaniel
8643,chihuahua kurzhaar
8644,chihuahua langhaar
8645,dackel
8646,dackel
8647,deutscher schäferhund
8648,deutscher schäferhund
8649,english cocker spaniel mehrfärbig
8650,französische bulldogge
8651,golden retriever
8652,havaneser
8653,jack russell terrier
8654,jack russell terrier
8655,kurzhaar dachshund kaninchen
8656,kurzhaar dachshund normal
8657,labrador retriever
8658,labrador retriever
8659,malteser
8660,malteser
8661,mops (carlin)
8662,pekingese
8663,pit bull terrier
8664,pudel
8665,rauhhaar dachshund zwerg
8666,samojede
8667,shiba
8668,shih tzu
8669,siberian husky
8670,spitz
8671,west highland white terrier
8672,whippet
8673,yorkshire terrier
8674,zwergpinscher
8675,zwergpudel apricot
8676,zwergspitz (pomeranian)
8677,american cocker spaniel
8678,american staffordshire terrier
8679,american staffordshire terrier
8680,australian shepherd
8681,beagle
8682,beagle
8683,belgischer schäferhund
8684,bichon frise
8685,border collie
8686,border collie
8687,boston terrier
8688,bracke
8689,cavalier king charles spaniel
8690,chihuahua kurzhaar
8691,chihuahua kurzhaar
8692,chihuahua langhaar
8693,chow-chow
8694,dackel
8695,dackel
8696,deutscher schäferhund
8697,deutscher schäferhund
8698,english cocker spaniel einfärbig
8699,english cocker spaniel mehrfärbig
8700,flat-coated retriever
8701,französische bulldogge
8702,golden retriever
8703,havaneser
8704,havaneser
8705,italienisches windspiel
8706,jack russell terrier
8707,jack russell terrier
8708,kurzhaar dachshund kaninchen
8709,labrador retriever
8710,labrador retriever
8711,lagotto romagnolo
8712,magyar vizsla drahthaar
8713,malinois
8714,malteser
8715,malteser
8716,mops (carlin)
8717,pekingese
8718,pekingese
8719,pit bull terrier
8720,pudel
8721,rauhhaar dachshund zwerg
8722,rhodesian ridgeback
8723,shiba
8724,shih tzu
8725,siberian husky
8726,spitz
8727,west highland white terrier
8728,yorkshire terrier
8729,yorkshire terrier
8730,zwergpinscher
8731,zwergpudel apricot
8732,zwergspitz (pomeranian)
8733,akita
8734,american staffordshire terrier
8735,australian shepherd
8736,beagle
8737,berger blanc suisse
8738,border collie
8739,border collie
8740,cao de agua portugues (portug. wasserhund)
8741,cavalier king charles spaniel
8742,chihuahua kurzhaar
8743,chihuahua kurzhaar
8744,chihuahua langhaar
8745,dackel
8746,dackel
8747,dalmatiner
8748,deutscher schäferhund
8749,deutscher schäferhund
8750,english cocker spaniel einfärbig
8751,entlebucher sennenhund
8752,flat-coated retriever
8753,französische bulldogge
8754,golden retriever
8755,golden retriever
8756,havaneser
8757,havaneser
8758,jack russell terrier
8759,jack russell terrier
8760,labrador retriever
8761,labrador retriever
8762,lagotto romagnolo
8763,magyar vizsla drahthaar
8764,malteser
8765,mops (carlin)
8766,pekingese
8767,pit bull terrier
8768,shiba
8769,shih tzu
8770,siberian husky
8771,tibetan terrier
8772,whippet
8773,yorkshire terrier
8774,yorkshire terrier
8775,zwergpinscher
8776,zwergpinscher
8777,zwergpudel apricot
8778,zwergspitz (pomeranian)
8779,akita
8780,american staffordshire terrier
8781,australian shepherd
8782,beagle
8783,bichon frise
8784,border collie
8785,border collie
8786,cao de agua portugues (portug. wasserhund)
8787,cavalier king charles spaniel
8788,chihuahua kurzhaar
8789,chihuahua langhaar
8790,dackel
8791,dackel
8792,deutscher schäferhund
8793,deutscher schäferhund
8794,english cocker spaniel einfärbig
8795,english cocker spaniel mehrfärbig
8796,flat-coated retriever
8797,französische bulldogge
8798,golden retriever
8799,golden retriever
8800,havaneser
8801,havaneser
8802,jack russell terrier
8803,jack russell terrier
8804,kleiner münsterländer
8805,labradoodle
8806,labrador retriever
8807,labrador retriever
8808,lagotto romagnolo
8809,magyar vizsla drahthaar
8810,malteser
8811,mops (carlin)
8812,österreichischer pinscher
8813,parson russell terrier
8814,pudel
8815,rauhhaar dachshund zwerg
8816,shetland sheepdog
8817,siberian husky
8818,weimaraner kurzhaar
8819,welsh corgi pembroke
8820,west highland white terrier
8821,whippet
8822,yorkshire terrier
8823,zwergpinscher
8824,zwergpudel apricot
8825,zwergspitz (pomeranian)
8826,airedale terrier
8827,american cocker spaniel
8828,american staffordshire terrier
8829,american staffordshire terrier
8830,australian shepherd
8831,beagle
8832,beagle
8833,bearded collie
8834,berger blanc suisse
8835,berner sennenhund
8836,bichon frise
8837,bolonka zwetna
8838,border collie
8839,border collie
8840,bulldog
8841,cao de agua portugues (portug. wasserhund)
8842,cavalier king charles spaniel
8843,chihuahua kurzhaar
8844,chihuahua kurzhaar
8845,chihuahua langhaar
8846,chinese crested dog powderpuff
8847,collie langhaar (rough)
8848,dackel
8849,dackel
8850,dalmatiner
8851,deutsche dogge blau
8852,deutscher schäferhund
8853,deutscher schäferhund
8854,english cocker spaniel einfärbig
8855,english cocker spaniel mehrfärbig
8856,english springer spaniel
8857,flat-coated retriever
8858,französische bulldogge
8859,galgo espanol
8860,golden retriever
8861,golden retriever
8862,grosspudel apricot
8863,havaneser
8864,havaneser
8865,irish red setter
8866,irish terrier
8867,italienisches windspiel
8868,jack russell terrier
8869,jack russell terrier
8870,kurzhaar dachshund kaninchen
8871,kurzhaar dachshund normal
8872,kurzhaar dachshund zwerg
8873,labradoodle
8874,labrador retriever
8875,labrador retriever
8876,lagotto romagnolo
8877,magyar vizsla drahthaar
8878,malinois
8879,malteser
8880,malteser
8881,mops (carlin)
8882,nova scotia duck tolling retriever
8883,parson russell terrier
8884,pit bull terrier
8885,pudel
8886,rauhhaar dachshund normal
8887,rauhhaar dachshund zwerg
8888,rhodesian ridgeback
8889,rottweiler
8890,samojede
8891,shar pei
8892,shetland sheepdog
8893,shiba
8894,shih tzu
8895,siberian husky
8896,spitz
8897,toypudel apricot
8898,weimaraner kurzhaar
8899,west highland white terrier
8900,whippet
8901,yorkshire terrier
8902,yorkshire terrier
8903,zwergpinscher
8904,zwergpudel apricot
8905,zwergschnauzer pfeffer-salz
8906,zwergspitz (pomeranian)
8907,akita
8908,american staffordshire terrier
8909,american staffordshire terrier
8910,australian shepherd
8911,beagle
8912,beagle
8913,bichon frise
8914,border collie
8915,cavalier king charles spaniel
8916,chihuahua kurzhaar
8917,chihuahua kurzhaar
8918,chihuahua langhaar
8919,collie langhaar (rough)
8920,dackel
8921,dackel
8922,deutscher schäferhund
8923,deutscher schäferhund
8924,english cocker spaniel einfärbig
8925,english cocker spaniel mehrfärbig
8926,französische bulldogge
8927,golden retriever
8928,havaneser
8929,havaneser
8930,jack russell terrier
8931,jack russell terrier
8932,labrador retriever
8933,labrador retriever
8934,lagotto romagnolo
8935,magyar vizsla drahthaar
8936,malteser
8937,malteser
8938,mops (carlin)
8939,österreichischer pinscher
8940,pekingese
8941,pekingese
8942,pit bull terrier
8943,pudel
8944,rauhhaar dachshund zwerg
8945,rottweiler
8946,samojede
8947,schnauzer pfeffersalz
8948,shar pei
8949,shiba
8950,shih tzu
8951,siberian husky
8952,spitz
8953,spitz
8954,staffordshire bullterrier
8955,welsh corgi pembroke
8956,west highland white terrier
8957,yorkshire terrier
8958,yorkshire terrier
8959,zwergpinscher
8960,zwergpudel apricot
8961,zwergspitz (pomeranian)
8962,airedale terrier
8963,akita
8964,alaskan malamute
8965,american cocker spaniel
8966,american staffordshire terrier
8967,american staffordshire terrier
8968,australian shepherd
8969,australian shepherd
8970,beagle
8971,beagle
8972,bearded collie
8973,belgischer schäferhund
8974,belgischer schäferhund
8975,berger blanc suisse
8976,berner sennenhund
8977,berner sennenhund
8978,bichon frise
8979,bichon frise
8980,bologneser
8981,bolonka zwetna
8982,border collie
8983,border collie
8984,border terrier
8985,boston terrier
8986,bracke
8987,bull terrier (standard)
8988,bulldog
8989,cane corso italiano
8990,cao de agua portugues (portug. wasserhund)
8991,cavalier king charles spaniel
8992,chihuahua kurzhaar
8993,chihuahua kurzhaar
8994,chihuahua langhaar
8995,chihuahua langhaar
8996,chinese crested dog hairless
8997,chinese crested dog powderpuff
8998,chow-chow
8999,collie langhaar (rough)
9000,collie langhaar (rough)
9001,dackel
9002,dackel
9003,dalmatiner
9004,deutsch kurzhaar
9005,deutsch kurzhaar
9006,deutsche dogge blau
9007,deutscher boxer gelb
9008,deutscher jagdterrier
9009,deutscher pinscher
9010,deutscher pinscher
9011,deutscher schäferhund
9012,deutscher schäferhund
9013,deutscher schäferhund langstockhaar
9014,deutscher schäferhund langstockhaar
9015,deutscher spitz
9016,dobermann braun-rot
9017,english cocker spaniel einfärbig
9018,english cocker spaniel mehrfärbig
9019,english cocker spaniel mehrfärbig
9020,english springer spaniel
9021,entlebucher sennenhund
9022,eurasier
9023,flat-coated retriever
9024,fox terrier drahthaar
9025,französische bulldogge
9026,golden retriever
9027,golden retriever
9028,golden retriever
9029,greyhound
9030,grosspudel apricot
9031,havaneser
9032,havaneser
9033,havaneser
9034,hovawart
9035,irish red and white setter
9036,irish red setter
9037,irish terrier
9038,jack russell terrier
9039,jack russell terrier
9040,klein- oder mittelpudel
9041,kooikerhondje
9042,kurzhaar dachshund kaninchen
9043,kurzhaar dachshund kaninchen
9044,kurzhaar dachshund normal
9045,kurzhaar dachshund zwerg
9046,labrador retriever
9047,labrador retriever
9048,labrador retriever
9049,lagotto romagnolo
9050,magyar vizsla drahthaar
9051,magyar vizsla drahthaar
9052,magyar vizsla kurzhaar
9053,malinois
9054,malinois
9055,malteser
9056,malteser
9057,malteser
9058,miniatur bull terrier
9059,mittelspitz braun/schwarz
9060,mops (carlin)
9061,mops (carlin)
9062,mudi
9063,olde english bulldogge
9064,österreichischer pinscher
9065,österreichischer pinscher
9066,papillon
9067,parson russell terrier
9068,pekingese
9069,pekingese
9070,perro de agua espanol
9071,pinscher
9072,pinscher
9073,pit bull terrier
9074,pit bull terrier
9075,prager rattler
9076,pudel
9077,pudel
9078,puli andersfarbig
9079,rauhhaar dachshund zwerg
9080,rhodesian ridgeback
9081,riesenschnauzer pfeffer-salz
9082,rottweiler
9083,russkiy toy kurzhaar
9084,samojede
9085,schnauzer pfeffersalz
9086,schnauzer pfeffersalz
9087,shar pei
9088,shetland sheepdog
9089,shiba
9090,shih tzu
9091,siberian husky
9092,siberian husky
9093,spitz
9094,spitz
9095,staffordshire bullterrier
9096,tervueren
9097,tibetan spaniel
9098,tibetan terrier
9099,toypudel apricot
9100,welsh corgi cardigan
9101,welsh corgi pembroke
9102,welsh terrier
9103,west highland white terrier
9104,whippet
9105,yorkshire terrier
9106,yorkshire terrier
9107,zwergpinscher
9108,zwergpinscher
9109,zwergpudel apricot
9110,zwergschnauzer pfeffer-salz
9111,zwergspitz (pomeranian)
9112,zwergspitz (pomeranian)
9113,airedale terrier
9114,akita
9115,alaskan malamute
9116,american akita
9117,american bully
9118,american staffordshire terrier
9119,american staffordshire terrier
9120,american staffordshire terrier
9121,australian cattledog
9122,australian shepherd
9123,australian shepherd
9124,basenji
9125,beagle
9126,beagle
9127,bearded collie
9128,belgischer schäferhund
9129,belgischer schäferhund
9130,berger blanc suisse
9131,berger de brie (briard)
9132,berner sennenhund
9133,bichon frise
9134,biewer terrier
9135,bologneser
9136,bolonka zwetna
9137,border collie
9138,border collie
9139,border collie
9140,border collie
9141,border terrier
9142,boston terrier
9143,bracke
9144,bull terrier (standard)
9145,bulldog
9146,cairn terrier
9147,cane corso italiano
9148,cao de agua portugues (portug. wasserhund)
9149,cavalier king charles spaniel
9150,chihuahua kurzhaar
9151,chihuahua kurzhaar
9152,chihuahua langhaar
9153,chihuahua langhaar
9154,chinese crested dog hairless
9155,chinese crested dog powderpuff
9156,chow-chow
9157,cockerpoo
9158,collie langhaar (rough)
9159,collie langhaar (rough)
9160,coton de tulear
9161,dackel
9162,dackel
9163,dalmatiner
9164,deutsch drahthaar
9165,deutsch kurzhaar
9166,deutsch kurzhaar
9167,deutsche dogge blau
9168,deutscher boxer gelb
9169,deutscher boxer gestromt
9170,deutscher jagdterrier
9171,deutscher pinscher
9172,deutscher pinscher
9173,deutscher schäferhund
9174,deutscher schäferhund
9175,deutscher schäferhund
9176,deutscher schäferhund
9177,deutscher schäferhund langstockhaar
9178,deutscher schäferhund langstockhaar
9179,deutscher spitz
9180,dobermann braun-rot
9181,dog de bordeaux (bordeauxdogge)
9182,elo
9183,english cocker spaniel einfärbig
9184,english cocker spaniel mehrfärbig
9185,english cocker spaniel mehrfärbig
9186,english springer spaniel
9187,entlebucher sennenhund
9188,eurasier
9189,flat-coated retriever
9190,fox terrier drahthaar
9191,fox terrier glatthaar
9192,französische bulldogge
9193,französische bulldogge
9194,galgo espanol
9195,golden retriever
9196,golden retriever
9197,gordon setter
9198,greyhound
9199,grosser schweizer sennenhund
9200,grosspudel apricot
9201,havaneser
9202,havaneser
9203,hovawart
9204,irish red and white setter
9205,italienisches windspiel
9206,jack russell terrier
9207,jack russell terrier
9208,jack russell terrier
9209,king charles spaniel
9210,klein- oder mittelpudel
9211,kleiner münsterländer
9212,kleiner münsterländer
9213,kooikerhondje
9214,kurzhaar dachshund kaninchen
9215,kurzhaar dachshund normal
9216,kurzhaar dachshund normal
9217,kurzhaar dachshund zwerg
9218,labradoodle
9219,labrador retriever
9220,labrador retriever
9221,labrador retriever
9222,labrador retriever
9223,labrador retriever
9224,lagotto romagnolo
9225,langhaar dachshund kaninchen
9226,magyar vizsla drahthaar
9227,magyar vizsla drahthaar
9228,magyar vizsla kurzhaar
9229,malinois
9230,malinois
9231,malteser
9232,malteser
9233,malteser
9234,malteser
9235,mops (carlin)
9236,mops (carlin)
9237,mudi
9238,neufundländer
9239,norwich terrier
9240,nova scotia duck tolling retriever
9241,olde english bulldogge
9242,österreichischer pinscher
9243,österreichischer pinscher
9244,papillon
9245,parson russell terrier
9246,pekingese
9247,pekingese
9248,perro de agua espanol
9249,pinscher
9250,pinscher
9251,pit bull terrier
9252,pit bull terrier
9253,prager rattler
9254,pudel
9255,pudel
9256,rauhhaar dachshund normal
9257,rauhhaar dachshund zwerg
9258,rauhhaar dachshund zwerg
9259,rhodesian ridgeback
9260,rottweiler
9261,russkiy toy kurzhaar
9262,saluki
9263,samojede
9264,schnauzer pfeffersalz
9265,schnauzer pfeffersalz
9266,scottish terrier
9267,shar pei
9268,shar pei
9269,shetland sheepdog
9270,shetland sheepdog
9271,shiba
9272,shih tzu
9273,shih tzu
9274,siberian husky
9275,siberian husky
9276,spitz
9277,spitz
9278,staffordshire bullterrier
